CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41515681,KEE WANG RESTAURANT,BRONX,2129,VALENTINE AVENUE,10457,7183647995,Chinese,8/7/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,11,A,8/7/2017,4/2/2019,Cycle Inspection / Initial Inspection
50035765,SMASHBURGER,BRONX,4325,BOSTON RD,10466,3479134169,Hamburgers,9/27/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,21,,,4/2/2019,Cycle Inspection / Initial Inspection
41564778,MELA'S CAFE,BRONX,1735,WASHINGTON AVENUE,10457,7189012181,Spanish,11/15/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,11/15/2016,4/2/2019,Cycle Inspection / Initial Inspection
50080682,EL VIEJO JOBO SEAFOOD RESTAURANT,BRONX,20,W BURNSIDE AVE,10453,7185836565,Spanish,3/19/2019,Violations were cited in the following area(s).,03B,"Shellfish not from approved source, improperly tagged/labeled; tags not retained for 90 days.",Critical,25,,,4/2/2019,Cycle Inspection / Initial Inspection
50014342,UNDERGROUND LOUNGE,BRONX,250,BEDFORD PARK BLVD W,10468,7189602234,American,9/13/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,7,A,9/13/2017,4/2/2019,Cycle Inspection / Re-inspection
50034283,CINCO DE MAYO,BRONX,837,WASHINGTON AVE,10451,7186769444,Mexican,3/22/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,29,,,4/2/2019,Cycle Inspection / Initial Inspection
50005071,THE PIZZA BLOCK,BRONX,5677,RIVERDALE AVE,10471,7187087004,Jewish/Kosher,11/1/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,28,,,4/2/2019,Cycle Inspection / Initial Inspection
50045367,TAQUERIA LUPITA II,BRONX,1770,E TREMONT AVE,10460,3472819185,Mexican,11/29/2018,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,9,A,11/29/2018,4/2/2019,Cycle Inspection / Re-inspection
50081117,PANCHO'S SPORT COFFEE SHOP,BRONX,1368,CROMWELL AVE,10452,7182937000,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/16/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
50075247,MARIOS HOMEMADE CUISINE,BRONX,699,E 187TH ST,10458,7182952600,Pizza/Italian,4/23/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,57,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
40568964,BONA PIZZA,BRONX,751,WESTCHESTER AVENUE,10455,7189919667,Pizza/Italian,12/27/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,16,,,4/2/2019,Cycle Inspection / Reopening Inspection
50072796,MEZCLA DE SABORES RESTAURANT,BRONX,1416,OGDEN AVE,10452,3472974389,Spanish,1/9/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
41418537,T.G.I. FRIDAY'S,BRONX,17501780,EAST GUN HILL ROAD,,7186717920,American,3/8/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,28,,,4/2/2019,Cycle Inspection / Initial Inspection
41563655,LA ESPIGA MEXICAN RESTAURANT,BRONX,558,SOUTHERN BOULEVARD,10455,7184019438,Mexican,11/16/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,11/16/2017,4/2/2019,Cycle Inspection / Initial Inspection
41693835,KENNEDY FRIED CHICKEN,BRONX,3216,3 AVENUE,10451,7189933808,Chicken,6/12/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,6/12/2017,4/2/2019,Cycle Inspection / Initial Inspection
50014342,UNDERGROUND LOUNGE,BRONX,250,BEDFORD PARK BLVD W,10468,7189602234,American,7/6/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,55,,,4/2/2019,Cycle Inspection / Initial Inspection
41677155,RICHIE RICH CARIBBEAN TASTE II,BRONX,3357,FISH AVENUE,10469,7187088431,Caribbean,11/18/2016,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,41,,,4/2/2019,Cycle Inspection / Compliance Inspection
50002115,NONA'S PIZZA,BRONX,6100,RIVERDALE AVE,10471,7188844404,Pizza/Italian,1/26/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,1/26/2017,4/2/2019,Cycle Inspection / Re-inspection
50086939,My Valle Restaurant,BRONX,69,FEATHERBED LN,10452,3474981171,Sandwiches,2/1/2019,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,35,Z,2/1/2019,4/2/2019,Pre-permit (Operational) / Re-inspection
50059279,CITY VIEW DINER,BRONX,901,SHERIDAN AVE,10451,7185880550,American,2/2/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18,,,4/2/2019,Cycle Inspection / Initial Inspection
50033345,YUMMY YUMMY CHINESE KITCHEN,BRONX,1811,RANDALL AVE,10473,7186174795,Chinese,3/5/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,3/5/2019,4/2/2019,Cycle Inspection / Initial Inspection
50015646,ANDREA'S RESTAURANT,BRONX,104,E 165TH ST,10452,7182933800,Spanish,8/24/2018,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,16,B,8/24/2018,4/2/2019,Cycle Inspection / Re-inspection
41286923,DUNKIN' DONUTS,BRONX,4521,3 AVENUE,10457,7185843483,Donuts,6/17/2015,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,12,A,6/17/2015,4/2/2019,Cycle Inspection / Initial Inspection
41690532,KINGSBRIDGE DONUT SHOP,BRONX,249,WEST  231 STREET,10463,3473464171,American,12/1/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,B,12/1/2017,4/2/2019,Cycle Inspection / Re-inspection
41598329,BOSTON ROAD CHINA,BRONX,3483,BOSTON ROAD,10469,7188819888,Chinese,6/13/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,6/13/2016,4/2/2019,Cycle Inspection / Re-inspection
41451597,TOM'S COFFEE SHOP,BRONX,250,EAST BURNSIDE AVENUE,10457,7187312077,CafÃƒÂ©/Coffee/Tea,8/29/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,8/29/2017,4/2/2019,Cycle Inspection / Re-inspection
50042826,TAQUERIA LUPITA,BRONX,3550,E TREMONT AVE,10465,3479312157,Mexican,2/1/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,,,4/2/2019,Cycle Inspection / Initial Inspection
41548238,TOP CHOICE JAMAICAN RESTAURANT,BRONX,686,NEREID AVENUE,10470,7185197474,Caribbean,9/5/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,9/5/2018,4/2/2019,Cycle Inspection / Re-inspection
50046701,MOUNT HOPE BAKERY,BRONX,9,MOUNT HOPE PL,10453,7184664514,Bakery,1/17/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,39,,,4/2/2019,Cycle Inspection / Initial Inspection
40705983,MI PUEBLITO BAKERY/COMIDA TIPICA MEXICANA,BRONX,111,EAST  167 STREET,10452,7185884023,Mexican,8/28/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,8/28/2018,4/2/2019,Cycle Inspection / Initial Inspection
50066842,MCDONALD'S,BRONX,2065,JEROME AVE,10453,7187332819,Sandwiches/Salads/Mixed Buffet,8/17/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13,A,8/17/2018,4/2/2019,Cycle Inspection / Re-inspection
41308105,EMILIO'S PIZZA,BRONX,80,WEST KINGSRIDGE ROAD,,7185633665,Pizza,5/16/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,33,,,4/2/2019,Cycle Inspection / Initial Inspection
41705634,EXPRESS BROOK LUNCH RESTAURANT,BRONX,502,EAST  138 STREET,10454,7185855880,Spanish,1/10/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,,,4/2/2019,Cycle Inspection / Initial Inspection
41610835,WANG GARDEN,BRONX,1114,WESTCHESTER AVENUE,10459,7183281045,Chinese,1/17/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,1/17/2019,4/2/2019,Cycle Inspection / Initial Inspection
41609062,PARADISE CAFE NY RESTAURANT,BRONX,1021,OGDEN AVENUE,10452,7185376675,Spanish,1/17/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,20,B,1/17/2018,4/2/2019,Cycle Inspection / Re-inspection
50035745,HAPPY LAND,BRONX,2028,JEROME AVE,10453,7182995050,Chinese,6/20/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,22,,,4/2/2019,Cycle Inspection / Initial Inspection
41367985,KENNEDY FRIED CHICKEN,BRONX,548,EAST  138 STREET,10454,7184015980,Chicken,2/7/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,,,4/2/2019,Cycle Inspection / Initial Inspection
50039514,CATANIA'S PIZZA CAFE,BRONX,2307,ARTHUR AVE,10458,7185843583,Pizza/Italian,3/28/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13,A,3/28/2019,4/2/2019,Cycle Inspection / Re-inspection
41697115,GOLD MINE CAFE,BRONX,5578,BROADWAY,10463,7185490622,Greek,11/9/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,11/9/2016,4/2/2019,Cycle Inspection / Re-inspection
50000881,ROSARINA BAKERY,BRONX,5219,BROADWAY,10463,6464499278,Bakery,5/26/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,23,,,4/2/2019,Cycle Inspection / Initial Inspection
50061507,BICKLES 2 GO,BRONX,647,COURTLANDT AVE,10451,3479634184,Caribbean,5/15/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A,5/15/2018,4/2/2019,Cycle Inspection / Initial Inspection
50011700,LOS HERMANOS SALAZAR RESTAURANT,BRONX,645,COURTLANDT AVE,10451,9174718320,Mexican,4/14/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,6,A,4/14/2016,4/2/2019,Cycle Inspection / Re-inspection
41367985,KENNEDY FRIED CHICKEN,BRONX,548,EAST  138 STREET,10454,7184015980,Chicken,2/7/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,,,4/2/2019,Cycle Inspection / Initial Inspection
41316593,CARIDAD & LOUIE'S RESTAURANT,BRONX,1660,EAST GUN HILL ROAD,10469,7188623939,Spanish,8/22/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,28,,,4/2/2019,Cycle Inspection / Re-inspection
50014192,LA POTENCIA RESTAURANT,BRONX,1898,JEROME AVE,10453,9178013200,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/27/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,13,A,11/27/2018,4/2/2019,Cycle Inspection / Initial Inspection
41400142,IHOP,BRONX,961,EAST  174 STREET,10460,7188604467,American,6/14/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,29,,,4/2/2019,Cycle Inspection / Initial Inspection
50001029,EL VIEJO GRAN CAFE,BRONX,498,E 138TH ST,10454,7189933932,Spanish,10/31/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,,,4/2/2019,Cycle Inspection / Initial Inspection
41601496,LEE XING RESTAURANT,BRONX,3207,WESTCHESTER AVENUE,10461,7188297945,Chinese,2/27/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,41,,,4/2/2019,Cycle Inspection / Initial Inspection
41258823,LITTLE CAESARS,BRONX,1888,WESTCHESTER AVENUE,10472,3476571722,Pizza,12/4/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,,,4/2/2019,Cycle Inspection / Initial Inspection
40877421,LA NUEVA GIRALDA BAKERY,BRONX,1045 1/2,WESTCHESTER AVENUE,10459,7189912810,Bakery,8/1/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,,,4/2/2019,Cycle Inspection / Initial Inspection
41220219,NEW PEKING RESTAURANT,BRONX,26,EAST  183 STREET,10453,7185633520,Chinese,7/23/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,27,,,4/2/2019,Cycle Inspection / Initial Inspection
50033472,MY PIZZA,BRONX,1723,UNIVERSITY AVE,10453,7182990059,Pizza,2/21/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,38,,,4/2/2019,Cycle Inspection / Initial Inspection
50040896,MCDONALD'S,BRONX,3279,3RD AVE @164TH ST E,10456,7184013419,Hamburgers,3/8/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,3/8/2017,4/2/2019,Cycle Inspection / Initial Inspection
50014878,"DUNKIN' DONUTS, BASKIN ROBBINS",BRONX,321,E KINGSBRIDGE RD,10458,2039196337,Donuts,9/22/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,13,A,9/22/2015,4/2/2019,Cycle Inspection / Re-inspection
41014480,BECCOFINO,BRONX,5704,MOSHOLU AVENUE,10471,7184322604,Italian,5/17/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,43,,,4/2/2019,Cycle Inspection / Initial Inspection
41464143,VYBES KITCHEN,BRONX,1296,E GUNHILL ROAD,10469,3473466500,Caribbean,9/13/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,74,,,4/2/2019,Cycle Inspection / Re-inspection
50083897,ANDREA'S II RESTAURANT,BRONX,239,E 165TH ST,10456,3473752375,Mexican,10/31/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,10/31/2018,4/2/2019,Pre-permit (Operational) / Initial Inspection
50057220,SUBWAY,BRONX,3422,JEROME AVE,10467,7185766031,Sandwiches,6/27/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14,B,6/27/2018,4/2/2019,Cycle Inspection / Re-inspection
50056679,NO BODY'S PIZZA,BRONX,136,ALEXANDER AVE,10454,7189425575,Pizza/Italian,8/15/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,8/15/2017,4/2/2019,Cycle Inspection / Re-inspection
41382811,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BRONX,1381,EAST GUNHILL ROAD,10469,7187981757,Caribbean,3/1/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,3/1/2017,4/2/2019,Cycle Inspection / Re-inspection
50038347,MAMI'S COFFEE SHOP ADOLFO,BRONX,1176,GARRISON AVE,10474,3472696868,Spanish,1/25/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21,B,1/25/2018,4/2/2019,Cycle Inspection / Re-inspection
41265961,EL SAZON IDEAL RESTAURANT,BRONX,148,WEST BURNSIDE AVENUE,10453,7182991365,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/4/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,46,C,10/4/2017,4/2/2019,Cycle Inspection / Re-inspection
41638031,MAMAJUANA CAFE,BRONX,3233,EAST TREMONT AVENUE,10461,7188248400,Spanish,8/15/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,7,A,8/15/2018,4/2/2019,Cycle Inspection / Re-inspection
41286239,BLANQUITA RESTAURANT,BRONX,2647,BRIGGS AVENUE,10458,7183295851,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/28/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,,,4/2/2019,Cycle Inspection / Initial Inspection
41670551,KIM HUA,BRONX,628,COURTLANDT AVENUE,10451,7185859095,Chinese,8/14/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,8/14/2017,4/2/2019,Cycle Inspection / Initial Inspection
41160010,CHEFFY TWO RESTAURANT,BRONX,4759B,WHITE PLAINS ROAD,10470,7189946532,Caribbean,9/17/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,,,4/2/2019,Cycle Inspection / Initial Inspection
41569188,EMPIRE CHINESE RESTAURANT ZHENG,BRONX,103,FEATHERBED LANE,10452,7182941088,Chinese,10/29/2015,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,4/2/2019,Trans Fat / Compliance Inspection
50054551,BURGER KING/POPEYES,BRONX,217,E FORDHAM RD,10458,3473446815,Hamburgers,7/3/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,B,7/3/2018,4/2/2019,Cycle Inspection / Re-inspection
50018155,NO. 1 KITCHEN,BRONX,839,PROSPECT AVE,10459,7188610291,Chinese,3/17/2018,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,14,,,4/2/2019,Cycle Inspection / Initial Inspection
41257592,COUNTRY THYME CUISINE,BRONX,1455,EAST  222 STREET,10469,3479204276,Caribbean,3/21/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,23,Z,3/21/2019,4/2/2019,Cycle Inspection / Re-inspection
41382794,TIGRE'S PIZZA & RESTAURANT,BRONX,234,EAST  174 STREET,10457,7184663709,American,6/1/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,6/1/2016,4/2/2019,Cycle Inspection / Re-inspection
50051877,TEXAS CHICKEN & BURGERS,BRONX,1027,WESTCHESTER AVE,10459,3472716300,Chicken,10/4/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,10/4/2017,4/2/2019,Cycle Inspection / Initial Inspection
50036454,MOSS CAFE,BRONX,3260,JOHNSON AVE,10463,3472755000,Jewish/Kosher,12/9/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,12/9/2016,4/2/2019,Cycle Inspection / Re-inspection
50068083,PAULETTE & DANNY JAMAICAN REST.,BRONX,2119,GRAND CONCOURSE,10453,7187086729,Caribbean,3/26/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,26,,,4/2/2019,Cycle Inspection / Initial Inspection
41518692,JR GOURMET DELI & PRODUCE,BRONX,2045,BARTOW AVENUE,10475,7186710717,Delicatessen,12/12/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,12,A,12/12/2016,4/2/2019,Cycle Inspection / Initial Inspection
40372196,MCDONALD'S,BRONX,3660,EAST TREMONT AVENUE,10465,7188281430,Hamburgers,2/4/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,2/4/2019,4/2/2019,Cycle Inspection / Re-inspection
50056704,LECHONERA EL FOGON,BRONX,2641,BAINBRIDGE AVE,10458,9177925976,Spanish,2/15/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32,,,4/2/2019,Cycle Inspection / Initial Inspection
41638031,MAMAJUANA CAFE,BRONX,3233,EAST TREMONT AVENUE,10461,7188248400,Spanish,2/1/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,20,B,2/1/2017,4/2/2019,Cycle Inspection / Re-inspection
41290437,HUAXCUAXTLA RESTAURANT,BRONX,605,COURTLANDT AVENUE,10451,6464638779,Mexican,2/16/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,43,,,4/2/2019,Inter-Agency Task Force / Initial Inspection
41171542,NATIONAL BAKERY,BRONX,767,ALLERTON AVENUE,10467,7186533870,Bakery,10/4/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,10/4/2017,4/2/2019,Cycle Inspection / Initial Inspection
50045596,NEW CHINA,BRONX,5690,MOSHOLU AVE,10471,7188841111,Chinese,8/9/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,8/9/2018,4/2/2019,Cycle Inspection / Re-inspection
50050012,KEVIN CAR WASH AND DELICATESSEN,BRONX,3455,THIRD AVE,10456,7186187393,Spanish,12/5/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,19,,,4/2/2019,Cycle Inspection / Initial Inspection
